id,label
32687,0
32688,0
32689,0
32690,0
32691,0
32692,0
32693,0
32694,0
32695,0
32696,0
32697,0
32698,0
32699,0
32700,0
32701,0
32702,0
32703,0
32704,1
32705,0
32706,0
32707,0
32708,0
32709,1
32710,0
32711,0
32712,0
32713,0
32714,0
32715,0
32716,0
32717,0
32718,0
32719,0
32720,0
32721,0
32722,0
32723,0
32724,0
32725,0
32726,1
32727,0
32728,0
32729,0
32730,0
32731,0
32732,1
32733,0
32734,0
32735,0
32736,1
32737,0
32738,0
32739,0
32740,1
32741,0
32742,0
32743,0
32744,1
32745,0
32746,0
32747,1
32748,0
32749,0
32750,0
32751,0
32752,0
32753,0
32754,0
32755,0
32756,0
32757,0
32758,0
32759,0
32760,0
32761,0
32762,0
32763,0
32764,0
32765,0
32766,0
32767,0
32768,0
32769,1
32770,0
32771,0
32772,0
32773,0
32774,0
32775,1
32776,0
32777,0
32778,0
32779,0
32780,0
32781,0
32782,0
32783,0
32784,0
32785,0
32786,0
32787,0
32788,1
32789,0
32790,0
32791,0
32792,0
32793,0
32794,0
32795,0
32796,0
32797,0
32798,0
32799,0
32800,0
32801,0
32802,1
32803,1
32804,1
32805,0
32806,0
32807,0
32808,1
32809,0
32810,0
32811,0
32812,1
32813,0
32814,0
32815,1
32816,0
32817,0
32818,1
32819,0
32820,0
32821,1
32822,1
32823,0
32824,0
32825,0
32826,0
32827,0
32828,0
32829,0
32830,1
32831,0
32832,1
32833,0
32834,0
32835,0
32836,0
32837,0
32838,0
32839,0
32840,0
32841,0
32842,0
32843,0
32844,1
32845,0
32846,0
32847,0
32848,0
32849,1
32850,1
32851,0
32852,0
32853,0
32854,0
32855,0
32856,0
32857,0
32858,1
32859,0
32860,0
32861,0
32862,0
32863,0
32864,1
32865,0
32866,0
32867,0
32868,0
32869,0
32870,0
32871,0
32872,0
32873,1
32874,0
32875,0
32876,1
32877,0
32878,0
32879,0
32880,0
32881,0
32882,0
32883,0
32884,0
32885,0
32886,0
32887,0
32888,0
32889,0
32890,0
32891,0
32892,0
32893,0
32894,0
32895,0
32896,0
32897,0
32898,0
32899,0
32900,0
32901,0
32902,0
32903,0
32904,0
32905,1
32906,0
32907,0
32908,0
32909,1
32910,0
32911,0
32912,0
32913,0
32914,0
32915,1
32916,0
32917,0
32918,1
32919,0
32920,1
32921,0
32922,1
32923,0
32924,0
32925,0
32926,0
32927,0
32928,1
32929,0
32930,0
32931,1
32932,0
32933,0
32934,0
32935,0
32936,0
32937,0
32938,0
32939,0
32940,1
32941,0
32942,0
32943,0
32944,0
32945,0
32946,0
32947,0
32948,0
32949,0
32950,0
32951,0
32952,0
32953,0
32954,0
32955,0
32956,0
32957,0
32958,0
32959,0
32960,1
32961,0
32962,0
32963,0
32964,0
32965,0
32966,0
32967,0
32968,0
32969,0
32970,0
32971,0
32972,1
32973,0
32974,1
32975,0
32976,1
32977,0
32978,0
32979,0
32980,0
32981,0
32982,0
32983,0
32984,0
32985,0
32986,0
32987,0
32988,1
32989,0
32990,0
32991,0
32992,0
32993,1
32994,0
32995,0
32996,0
32997,0
32998,0
32999,0
33000,0
33001,0
33002,0
33003,0
33004,0
33005,0
33006,1
33007,0
33008,1
33009,0
33010,0
33011,0
33012,0
33013,0
33014,0
33015,0
33016,0
33017,0
33018,0
33019,0
33020,0
33021,0
33022,1
33023,1
33024,0
33025,0
33026,0
33027,0
33028,0
33029,0
33030,1
33031,0
33032,0
33033,0
33034,0
33035,0
33036,0
33037,0
33038,0
33039,0
33040,1
33041,1
33042,0
33043,0
33044,0
33045,0
33046,0
33047,1
33048,0
33049,0
33050,0
33051,0
33052,1
33053,0
33054,0
33055,0
33056,0
33057,0
33058,0
33059,0
33060,0
33061,0
33062,0
33063,0
33064,0
33065,0
33066,0
33067,0
33068,0
33069,0
33070,0
33071,0
33072,0
33073,1
33074,0
33075,0
33076,0
33077,0
33078,1
33079,0
33080,0
33081,1
33082,0
33083,0
33084,1
33085,0
33086,0
33087,1
33088,1
33089,0
33090,1
33091,0
33092,0
33093,0
33094,0
33095,0
33096,0
33097,0
33098,1
33099,0
33100,0
33101,1
33102,1
33103,0
33104,1
33105,0
33106,0
33107,0
33108,0
33109,0
33110,1
33111,0
33112,0
33113,0
33114,1
33115,0
33116,0
33117,0
33118,0
33119,0
33120,0
33121,0
33122,0
33123,0
33124,0
33125,0
33126,1
33127,0
33128,0
33129,0
33130,0
33131,0
33132,0
33133,0
33134,0
33135,0
33136,1
33137,0
33138,0
33139,0
33140,0
33141,0
33142,0
33143,0
33144,0
33145,0
33146,0
33147,0
33148,0
33149,0
33150,0
33151,0
33152,1
33153,0
33154,1
33155,0
33156,0
33157,0
33158,0
33159,0
33160,0
33161,0
33162,0
33163,0
33164,0
33165,0
33166,0
33167,0
33168,1
33169,0
33170,0
33171,0
33172,1
33173,0
33174,0
33175,0
33176,0
33177,0
33178,0
33179,0
33180,0
33181,1
33182,0
33183,0
33184,1
33185,0
33186,1
33187,0
33188,0
33189,0
33190,0
33191,1
33192,0
33193,1
33194,0
33195,0
33196,0
33197,0
33198,0
33199,0
33200,0
33201,0
33202,0
33203,0
33204,0
33205,0
33206,0
33207,0
33208,1
33209,0
33210,0
33211,0
33212,0
33213,0
33214,0
33215,0
33216,0
33217,0
33218,0
33219,0
33220,0
33221,1
33222,0
33223,0
33224,0
33225,0
33226,0
33227,0
33228,0
33229,0
33230,1
33231,0
33232,0
33233,1
33234,0
33235,0
33236,0
33237,0
33238,1
33239,0
33240,0
33241,1
33242,1
33243,0
33244,0
33245,1
33246,0
33247,0
33248,0
33249,0
33250,0
33251,1
33252,0
33253,0
33254,0
33255,0
33256,0
33257,0
33258,1
33259,0
33260,0
33261,0
33262,0
33263,0
33264,0
33265,0
33266,0
33267,0
33268,0
33269,0
33270,1
33271,0
33272,0
33273,0
33274,0
33275,0
33276,0
33277,1
33278,1
33279,0
33280,1
33281,0
33282,0
33283,1
33284,1
33285,0
33286,0
33287,1
33288,0
33289,0
33290,0
33291,0
33292,0
33293,0
33294,0
33295,0
33296,0
33297,0
33298,0
33299,0
33300,0
33301,0
33302,0
33303,0
33304,0
33305,0
33306,0
33307,0
33308,0
33309,0
33310,0
33311,0
33312,1
33313,0
33314,0
33315,0
33316,0
33317,0
33318,0
33319,0
33320,0
33321,0
33322,0
33323,0
33324,0
33325,0
33326,0
33327,0
33328,0
33329,0
33330,0
33331,0
33332,0
33333,1
33334,0
33335,0
33336,0
33337,0
33338,0
33339,0
33340,0
33341,1
33342,0
33343,0
33344,0
33345,0
33346,0
33347,0
33348,0
33349,0
33350,0
33351,1
33352,0
33353,1
33354,0
33355,0
33356,0
33357,0
33358,1
33359,0
33360,1
33361,0
33362,0
33363,0
33364,0
33365,0
33366,0
33367,0
33368,0
33369,0
33370,0
33371,1
33372,0
33373,0
33374,0
33375,0
33376,0
33377,0
33378,1
33379,0
33380,0
33381,0
33382,0
33383,0
33384,1
33385,1
33386,1
33387,0
33388,0
33389,0
33390,0
33391,0
33392,1
33393,0
33394,0
33395,0
33396,0
33397,0
33398,0
33399,0
33400,0
33401,0
33402,0
33403,0
33404,0
33405,0
33406,0
33407,0
33408,1
33409,0
33410,0
33411,0
33412,0
33413,0
33414,0
33415,0
33416,0
33417,0
33418,0
33419,0
33420,0
33421,0
33422,0
33423,0
33424,0
33425,0
33426,0
33427,0
33428,1
33429,0
33430,0
33431,0
33432,0
33433,0
33434,0
33435,1
33436,1
33437,0
33438,0
33439,1
33440,0
33441,0
33442,0
33443,0
33444,0
33445,0
33446,0
33447,0
33448,1
33449,0
33450,0
33451,0
33452,0
33453,0
33454,0
33455,0
33456,0
33457,0
33458,0
33459,1
33460,1
33461,0
33462,0
33463,0
33464,0
33465,0
33466,0
33467,0
33468,0
33469,0
33470,0
33471,0
33472,1
33473,0
33474,0
33475,0
33476,0
33477,1
33478,0
33479,0
33480,0
33481,0
33482,0
33483,0
33484,0
33485,0
33486,1
33487,1
33488,1
33489,0
33490,0
33491,1
33492,0
33493,0
33494,0
33495,0
33496,0
33497,0
33498,1
33499,0
33500,1
33501,1
33502,0
33503,0
33504,0
33505,0
33506,0
33507,0
33508,0
33509,0
33510,0
33511,1
33512,0
33513,1
33514,0
33515,0
33516,0
33517,0
33518,0
33519,0
33520,1
33521,0
33522,0
33523,0
33524,1
33525,0
33526,0
33527,0
33528,0
33529,0
33530,0
33531,0
33532,0
33533,0
33534,0
33535,0
33536,0
33537,0
33538,0
33539,0
33540,0
33541,1
33542,0
33543,0
33544,0
33545,1
33546,0
33547,0
33548,0
33549,0
33550,0
33551,0
33552,0
33553,0
33554,0
33555,0
33556,0
33557,0
33558,0
33559,0
33560,0
33561,0
33562,0
33563,0
33564,0
33565,0
33566,0
33567,0
33568,0
33569,0
33570,0
33571,0
33572,0
33573,0
33574,0
33575,0
33576,1
33577,0
33578,0
33579,0
33580,0
33581,1
33582,0
33583,0
33584,0
33585,0
33586,0
33587,0
33588,0
33589,0
33590,0
33591,0
33592,1
33593,0
33594,1
33595,1
33596,0
33597,0
33598,1
33599,0
33600,1
33601,0
33602,0
33603,0
33604,0
33605,0
33606,1
33607,0
33608,1
33609,0
33610,0
33611,0
33612,0
33613,0
33614,1
33615,0
33616,0
33617,0
33618,0
33619,0
33620,1
33621,0
33622,1
33623,1
33624,1
33625,0
33626,0
33627,0
33628,0
33629,0
33630,0
33631,0
33632,0
33633,0
33634,0
33635,0
33636,0
33637,0
33638,0
33639,0
33640,0
33641,0
33642,0
33643,0
33644,1
33645,0
33646,0
33647,0
33648,0
33649,0
33650,0
33651,0
33652,0
33653,0
33654,1
33655,0
33656,0
33657,0
33658,1
33659,0
33660,0
33661,0
33662,0
33663,0
33664,0
33665,0
33666,0
33667,0
33668,0
33669,0
33670,1
33671,0
33672,0
33673,0
33674,0
33675,0
33676,0
33677,0
33678,1
33679,0
33680,0
33681,1
33682,0
33683,0
33684,0
33685,0
33686,0
33687,0
33688,0
33689,0
33690,0
33691,1
33692,0
33693,0
33694,0
33695,0
33696,0
33697,0
33698,0
33699,0
33700,0
33701,0
33702,0
33703,0
33704,0
33705,0
33706,0
33707,0
33708,0
33709,0
33710,0
33711,1
33712,0
33713,0
33714,0
33715,0
33716,0
33717,0
33718,0
33719,0
33720,0
33721,0
33722,1
33723,0
33724,0
33725,0
33726,0
33727,0
33728,0
33729,0
33730,0
33731,1
33732,0
33733,0
33734,0
33735,1
33736,0
33737,0
33738,0
33739,0
33740,0
33741,0
33742,0
33743,0
33744,0
33745,0
33746,0
33747,0
33748,0
33749,0
33750,0
33751,0
33752,0
33753,0
33754,0
33755,0
33756,0
33757,0
33758,1
33759,0
33760,0
33761,0
33762,0
33763,0
33764,1
33765,0
33766,0
33767,0
33768,0
33769,0
33770,0
33771,1
33772,0
33773,0
33774,0
33775,0
33776,0
33777,0
33778,0
33779,0
33780,0
33781,0
33782,0
33783,0
33784,1
33785,0
33786,1
33787,1
33788,0
33789,0
33790,0
33791,0
33792,0
33793,0
33794,0
33795,0
33796,1
33797,0
33798,0
33799,0
33800,0
33801,0
33802,1
33803,0
33804,0
33805,0
33806,0
33807,0
33808,0
33809,0
33810,0
33811,0
33812,0
33813,0
33814,0
33815,0
33816,0
33817,0
33818,0
33819,0
33820,0
33821,0
33822,0
33823,0
33824,0
33825,0
33826,0
33827,0
33828,0
33829,0
33830,0
33831,1
33832,0
33833,0
33834,0
33835,0
33836,0
33837,0
33838,1
33839,0
33840,0
33841,0
33842,0
33843,1
33844,0
33845,0
33846,0
33847,0
33848,0
33849,0
33850,0
33851,0
33852,0
33853,0
33854,0
33855,0
33856,0
33857,0
33858,1
33859,0
33860,0
33861,0
33862,0
33863,0
33864,1
33865,0
33866,0
33867,0
33868,1
33869,0
33870,0
33871,0
33872,0
33873,0
33874,1
33875,0
33876,0
33877,0
33878,0
33879,0
33880,0
33881,1
33882,0
33883,0
33884,0
33885,0
33886,0
33887,0
33888,0
33889,0
33890,0
33891,1
33892,0
33893,0
33894,0
33895,0
33896,0
33897,0
33898,1
33899,0
33900,0
33901,0
33902,0
33903,0
33904,0
33905,0
33906,0
33907,0
33908,0
33909,0
33910,0
33911,1
33912,0
33913,0
33914,0
33915,0
33916,0
33917,0
33918,0
33919,0
33920,0
33921,0
33922,0
33923,1
33924,0
33925,1
33926,1
33927,1
33928,1
33929,0
33930,0
33931,0
33932,0
33933,0
33934,0
33935,0
33936,0
33937,0
33938,0
33939,0
33940,0
33941,1
33942,0
33943,0
33944,0
33945,0
33946,0
33947,1
33948,0
33949,0
33950,0
33951,0
33952,0
33953,0
33954,0
33955,0
33956,0
33957,0
33958,0
33959,0
33960,0
33961,1
33962,0
33963,0
33964,0
33965,0
33966,0
33967,0
33968,0
33969,1
33970,0
33971,0
33972,0
33973,0
33974,0
33975,0
33976,1
33977,0
33978,1
33979,1
33980,1
33981,0
33982,0
33983,0
33984,0
33985,0
33986,0
33987,0
33988,0
33989,0
33990,0
33991,0
33992,0
33993,0
33994,0
33995,0
33996,0
33997,1
33998,1
33999,0
34000,0
34001,0
34002,0
34003,0
34004,0
34005,0
34006,0
34007,0
34008,0
34009,0
34010,0
34011,1
34012,0
34013,0
34014,0
34015,0
34016,1
34017,0
34018,0
34019,0
34020,0
34021,0
34022,0
34023,0
34024,0
34025,0
34026,0
34027,0
34028,0
34029,1
34030,0
34031,1
34032,0
34033,0
34034,0
34035,0
34036,0
34037,0
34038,0
34039,0
34040,1
34041,0
34042,1
34043,0
34044,1
34045,0
34046,1
34047,0
34048,0
34049,0
34050,0
34051,0
34052,0
34053,1
34054,0
34055,1
34056,0
34057,1
34058,0
34059,0
34060,0
34061,1
34062,1
34063,0
34064,0
34065,0
34066,0
34067,0
34068,0
34069,0
34070,1
34071,0
34072,0
34073,0
34074,0
34075,0
34076,0
34077,0
34078,1
34079,0
34080,0
34081,1
34082,0
34083,0
34084,0
34085,0
34086,1
34087,0
34088,1
34089,0
34090,0
34091,0
34092,0
34093,0
34094,0
34095,0
34096,0
34097,1
34098,0
34099,0
34100,0
34101,1
34102,0
34103,0
34104,0
34105,0
34106,0
34107,0
34108,1
34109,0
34110,0
34111,0
34112,0
34113,0
34114,0
34115,0
34116,0
34117,0
34118,0
34119,1
34120,0
34121,0
34122,1
34123,0
34124,1
34125,0
34126,0
34127,1
34128,1
34129,0
34130,0
34131,0
34132,0
34133,0
34134,0
34135,1
34136,0
34137,0
34138,1
34139,0
34140,0
34141,1
34142,0
34143,1
34144,0
34145,0
34146,0
34147,0
34148,0
34149,0
34150,0
34151,0
34152,0
34153,0
34154,0
34155,0
34156,0
34157,0
34158,0
34159,0
34160,0
34161,1
34162,0
34163,0
34164,0
34165,0
34166,0
34167,0
34168,0
34169,0
34170,0
34171,0
34172,0
34173,0
34174,0
34175,0
34176,0
34177,1
34178,1
34179,0
34180,0
34181,0
34182,0
34183,0
34184,0
34185,0
34186,0
34187,0
34188,1
34189,1
34190,1
34191,0
34192,0
34193,0
34194,0
34195,0
34196,0
34197,1
34198,0
34199,1
34200,1
34201,0
34202,0
34203,0
34204,0
34205,0
34206,0
34207,0
34208,0
34209,0
34210,0
34211,0
34212,0
34213,0
34214,0
34215,0
34216,0
34217,0
34218,0
34219,0
34220,0
34221,0
34222,0
34223,0
34224,0
34225,0
34226,1
34227,0
34228,0
34229,1
34230,0
34231,1
34232,0
34233,0
34234,0
34235,0
34236,0
34237,0
34238,0
34239,0
34240,0
34241,1
34242,0
34243,0
34244,0
34245,0
34246,1
34247,0
34248,0
34249,1
34250,0
34251,0
34252,0
34253,0
34254,0
34255,0
34256,0
34257,1
34258,0
34259,0
34260,0
34261,1
34262,0
34263,0
34264,0
34265,1
34266,0
34267,0
34268,0
34269,0
34270,1
34271,0
34272,0
34273,0
34274,0
34275,0
34276,0
34277,0
34278,0
34279,0
34280,1
34281,0
34282,1
34283,0
34284,1
34285,0
34286,0
34287,0
34288,0
34289,1
34290,0
34291,1
34292,0
34293,0
34294,1
34295,0
34296,0
34297,0
34298,0
34299,0
34300,0
34301,0
34302,0
34303,0
34304,0
34305,0
34306,1
34307,1
34308,0
34309,0
34310,0
34311,1
34312,0
34313,0
34314,0
34315,0
34316,0
34317,0
34318,0
34319,0
34320,1
34321,0
34322,0
34323,0
34324,0
34325,1
34326,0
34327,1
34328,0
34329,1
34330,1
34331,0
34332,1
34333,1
34334,0
34335,0
34336,1
34337,0
34338,0
34339,0
34340,0
34341,0
34342,0
34343,0
34344,0
34345,0
34346,0
34347,0
34348,0
34349,0
34350,0
34351,0
34352,0
34353,1
34354,0
34355,1
34356,0
34357,0
34358,0
34359,1
34360,1
34361,0
34362,0
34363,0
34364,0
34365,0
34366,1
34367,0
34368,0
34369,1
34370,0
34371,1
34372,0
34373,0
34374,0
34375,0
34376,0
34377,0
34378,0
34379,1
34380,0
34381,0
34382,0
34383,0
34384,0
34385,0
34386,1
34387,0
34388,0
34389,0
34390,0
34391,0
34392,1
34393,0
34394,0
34395,0
34396,0
34397,0
34398,0
34399,1
34400,0
34401,0
34402,0
34403,0
34404,0
34405,0
34406,0
34407,0
34408,0
34409,0
34410,0
34411,0
34412,0
34413,0
34414,0
34415,0
34416,1
34417,0
34418,0
34419,0
34420,0
34421,0
34422,0
34423,0
34424,0
34425,0
34426,0
34427,0
34428,0
34429,0
34430,0
34431,0
34432,0
34433,0
34434,0
34435,0
34436,0
34437,0
34438,1
34439,0
34440,0
34441,0
34442,0
34443,1
34444,0
34445,0
34446,0
34447,0
34448,0
34449,0
34450,1
34451,0
34452,0
34453,0
34454,0
34455,1
34456,1
34457,0
34458,1
34459,0
34460,0
34461,0
34462,0
34463,1
34464,0
34465,0
34466,0
34467,0
34468,0
34469,0
34470,1
34471,0
34472,0
34473,0
34474,0
34475,0
34476,0
34477,0
34478,0
34479,0
34480,0
34481,0
34482,0
34483,0
34484,0
34485,0
34486,1
34487,0
34488,0
34489,1
34490,1
34491,0
34492,0
34493,0
34494,0
34495,0
34496,0
34497,0
34498,0
34499,0
34500,0
34501,1
34502,1
34503,0
34504,0
34505,0
34506,0
34507,0
34508,0
34509,0
34510,0
34511,0
34512,0
34513,0
34514,0
34515,0
34516,0
34517,0
34518,0
34519,0
34520,0
34521,0
34522,0
34523,0
34524,0
34525,1
34526,0
34527,0
34528,0
34529,0
34530,0
34531,0
34532,0
34533,0
34534,1
34535,0
34536,0
34537,0
34538,0
34539,0
34540,0
34541,0
34542,1
34543,0
34544,0
34545,0
34546,0
34547,0
34548,0
34549,0
34550,0
34551,0
34552,0
34553,1
34554,0
34555,0
34556,0
34557,0
34558,1
34559,0
34560,0
34561,0
34562,0
34563,0
34564,0
34565,0
34566,0
34567,0
34568,0
34569,1
34570,0
34571,0
34572,0
34573,0
34574,1
34575,0
34576,0
34577,0
34578,0
34579,0
34580,1
34581,1
34582,0
34583,0
34584,0
34585,1
34586,0
34587,0
34588,0
34589,0
34590,0
34591,0
34592,0
34593,0
34594,0
34595,0
34596,0
34597,0
34598,0
34599,0
34600,0
34601,0
34602,0
34603,1
34604,0
34605,0
34606,0
34607,0
34608,0
34609,0
34610,0
34611,0
34612,0
34613,0
34614,1
34615,0
34616,0
34617,1
34618,0
34619,0
34620,0
34621,0
34622,0
34623,0
34624,0
34625,0
34626,0
34627,0
34628,1
34629,0
34630,1
34631,0
34632,0
34633,0
34634,0
34635,1
34636,0
34637,0
34638,0
34639,0
34640,0
34641,0
34642,0
34643,1
34644,0
34645,0
34646,0
34647,0
34648,0
34649,1
34650,1
34651,0
34652,0
34653,0
34654,0
34655,0
34656,1
34657,0
34658,0
34659,0
34660,0
34661,0
34662,0
34663,0
34664,0
34665,0
34666,0
34667,1
34668,1
34669,0
34670,0
34671,0
34672,0
34673,0
34674,0
34675,0
34676,0
34677,0
34678,1
34679,0
34680,0
34681,0
34682,0
34683,0
34684,0
34685,0
34686,1
34687,0
34688,0
34689,1
34690,0
34691,0
34692,0
34693,0
34694,0
34695,0
34696,0
34697,0
34698,0
34699,0
34700,0
34701,0
34702,0
34703,0
34704,0
34705,0
34706,0
34707,0
34708,0
34709,0
34710,0
34711,0
34712,1
34713,0
34714,0
34715,0
34716,0
34717,0
34718,0
34719,0
34720,0
34721,0
34722,0
34723,1
34724,0
34725,0
34726,0
34727,1
34728,0
34729,0
34730,0
34731,0
34732,0
34733,0
34734,0
34735,0
34736,0
34737,0
34738,1
34739,0
34740,1
34741,0
34742,0
34743,0
34744,0
34745,0
34746,1
34747,0
34748,0
34749,1
34750,0
34751,0
34752,0
34753,0
34754,0
34755,0
34756,1
34757,0
34758,0
34759,0
34760,0
